"Curso","Ordem de prioridade do curso","Nota da qualificacao anterior","Nota de admissao","Deslocado","Necessidades educacionais especiais","Devedor","Genero","Bolsista","Idade na inscricao","Internacional","Materias do primeiro semestre aprovadas","Media das notas do primeiro semestre","Resultado"
"Social Service",1,154,140.4,"Nao","Nao","Nao","Mulher","Sim",22,"Nao",5,12.6,"Graduado"
"Basic Education",1,148,141.7,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,13.4,"Graduado"
"Social Service",2,133,119.7,"Nao","Sim","Nao","Mulher","Sim",18,"Nao",6,11.3333333333333,"Graduado"
"Equinculture",1,126,122.5,"Sim","Nao","Nao","Mulher","Nao",25,"Nao",4,13.5,"Desistente"
"Veterinary Nursing",1,133.1,140,"Nao","Nao","Sim","Mulher","Nao",24,"Nao",3,11.75,"Desistente"
"Nursing",3,125,119.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,12.4714285714286,"Matriculado"
"Animation and Multimedia Design",1,145,155,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",11,12.9090909090909,"Matriculado"
"Management",2,118,119.1,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,11.6,"Graduado"
"Management",1,120,122.7,"Nao","Nao","Nao","Mulher","Nao",25,"Nao",0,0,"Desistente"
"Management",1,127,117.9,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",9,12.9,"Graduado"
"Nursing",1,130,130,"Nao","Nao","Nao","Mulher","Nao",23,"Nao",8,13.22,"Graduado"
"Nursing",3,129,120,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.1514285714286,"Graduado"
"Agronomy",1,130,130,"Nao","Nao","Sim","Mulher","Nao",29,"Nao",3,12.75,"Desistente"
"Tourism",3,121,116.8,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",6,11.3333333333333,"Graduado"
"Advertising and Marketing Management",1,136,123.4,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,13.25,"Graduado"
"Communication Design",3,125,125.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,12.4,"Matriculado"
"Journalism and Communication",3,131,127.2,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,15,"Desistente"
"Veterinary Nursing",1,122,103.4,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,14.4,"Graduado"
"Journalism and Communication",1,127,123.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",1,11,"Matriculado"
"Management",1,136,124.1,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,12.4,"Graduado"
"Oral Hygiene",1,133.1,99.5,"Sim","Nao","Sim","Mulher","Sim",37,"Nao",1,16,"Desistente"
"Management (Noturno)",1,127,124.9,"Nao","Nao","Nao","Mulher","Nao",29,"Nao",5,13.5714285714286,"Graduado"
"Communication Design",3,116,110.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,11.8333333333333,"Matriculado"
"Social Service",1,121,118.9,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,11.6666666666667,"Graduado"
"Social Service",1,124,118.8,"Sim","Nao","Sim","Mulher","Nao",22,"Nao",6,11.8333333333333,"Desistente"
"Tourism",1,131,137,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",6,11.1666666666667,"Graduado"
"Social Service (Noturno)",1,100,100,"Nao","Nao","Nao","Mulher","Nao",34,"Nao",0,0,"Desistente"
"Informatics Engineering",1,130,120,"Nao","Nao","Sim","Mulher","Nao",30,"Nao",8,11.75,"Desistente"
"Social Service",1,135,122.8,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,14,"Graduado"
"Social Service",1,130,121.6,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,12.8333333333333,"Graduado"
"Journalism and Communication",2,146,149.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",4,12.25,"Graduado"
"Nursing",4,146,140,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,14.8285714285714,"Graduado"
"Journalism and Communication",2,154,133.4,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,11.4,"Graduado"
"Communication Design",1,137,126.2,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13,"Graduado"
"Nursing",5,151,127.8,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,13.6714285714286,"Graduado"
"Agronomy",1,150,150,"Nao","Nao","Nao","Mulher","Sim",21,"Nao",6,12.6666666666667,"Graduado"
"Management",2,121,113.7,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",2,10,"Desistente"
"Management",1,122,117.8,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,13.5,"Graduado"
"Nursing",1,143,136.7,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",7,12.67,"Graduado"
"Social Service",1,152,144.7,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",6,14.5,"Graduado"
"Nursing",3,145,139.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.6857142857143,"Graduado"
"Basic Education",1,120,113.7,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",5,11,"Desistente"
"Equinculture",1,140,140,"Nao","Nao","Sim","Mulher","Nao",29,"Nao",7,11.5555555555556,"Desistente"
"Nursing",1,143,142.3,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,13.7971428571429,"Matriculado"
"Nursing",1,129,119.6,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",7,14.00375,"Graduado"
"Management",2,139,123.7,"Sim","Nao","Nao","Mulher","Sim",22,"Nao",4,12,"Graduado"
"Social Service (Noturno)",1,133.1,143,"Sim","Nao","Nao","Mulher","Sim",47,"Nao",5,14.1666666666667,"Graduado"
"Management (Noturno)",1,127,100.1,"Nao","Nao","Nao","Mulher","Nao",31,"Nao",5,14,"Graduado"
"Communication Design",1,126,119.4,"Nao","Nao","Nao","Mulher","Sim",21,"Nao",5,13.8,"Graduado"
"Social Service (Noturno)",1,128,122.1,"Nao","Nao","Nao","Mulher","Nao",21,"Nao",5,12.8,"Graduado"
"Journalism and Communication",1,100,100,"Nao","Nao","Nao","Mulher","Nao",24,"Nao",6,12.1666666666667,"Graduado"
"Communication Design",1,123,113.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,12.5,"Matriculado"
"Social Service (Noturno)",1,170,101,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",4,12,"Graduado"
"Social Service (Noturno)",2,117,111.8,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,10.8333333333333,"Graduado"
"Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",8,13.385,"Graduado"
"Veterinary Nursing",4,123,124.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,15.6666666666667,"Graduado"
"Agronomy",1,150,150,"Nao","Nao","Sim","Mulher","Sim",19,"Nao",6,14.3333333333333,"Graduado"
"Agronomy",1,140,140,"Nao","Nao","Nao","Mulher","Nao",24,"Nao",6,11.4285714285714,"Matriculado"
"Social Service",4,123,116,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,11.6666666666667,"Graduado"
"Communication Design",1,130,135.6,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,12,"Desistente"
"Nursing",1,137,121,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",7,14.7257142857143,"Graduado"
"Journalism and Communication",2,126,118.7,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,14.1666666666667,"Graduado"
"Social Service",1,125,125.7,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,11.5714285714286,"Graduado"
"Oral Hygiene",4,112,107.1,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,12.5,"Graduado"
"Nursing",1,141,125.5,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",8,12.86,"Graduado"
"Advertising and Marketing Management",4,135,127,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,12.25,"Graduado"
"Veterinary Nursing",2,117,113.5,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",4,12,"Graduado"
"Nursing",1,160,154.4,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",7,15.1166666666667,"Graduado"
"Advertising and Marketing Management",1,136,122,"Nao","Nao","Sim","Mulher","Nao",18,"Nao",2,12.5,"Desistente"
"Social Service",2,143,128,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,119,115.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",4,11,"Matriculado"
"Advertising and Marketing Management",4,120,117.2,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,11.875,"Graduado"
"Equinculture",1,150,150,"Sim","Nao","Nao","Mulher","Nao",34,"Nao",1,11,"Desistente"
"Veterinary Nursing",3,142,155.3,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,15.2,"Graduado"
"Equinculture",1,120,120,"Sim","Nao","Sim","Mulher","Nao",19,"Nao",5,11.6,"Desistente"
"Social Service",1,160,116.1,"Nao","Nao","Sim","Mulher","Nao",26,"Nao",6,14.8333333333333,"Graduado"
"Basic Education",1,133.1,118.9,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",3,11.3333333333333,"Desistente"
"Management",2,142,127.3,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,11.2,"Graduado"
"Basic Education",4,121,113.7,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,13.4,"Graduado"
"Management",1,135,118.5,"Nao","Nao","Nao","Mulher","Nao",25,"Nao",2,10.5,"Desistente"
"Management",1,153,146.7,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,16.2,"Graduado"
"Nursing",1,140,124.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,14.5428571428571,"Graduado"
"Nursing",1,152,137.8,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",7,13.6942857142857,"Graduado"
"Social Service",1,120,130.2,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,11.2857142857143,"Graduado"
"Nursing",1,160,147.8,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",6,11.7571428571429,"Matriculado"
"Veterinary Nursing",1,150,150,"Nao","Nao","Sim","Mulher","Nao",26,"Nao",0,0,"Desistente"
"Nursing",1,100,100,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.0585714285714,"Graduado"
"Nursing",1,150,155.6,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",7,14.3,"Graduado"
"Management",4,124,117.4,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,11.8,"Graduado"
"Veterinary Nursing",3,141,128.8,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",3,10.3333333333333,"Matriculado"
"Tourism",1,121,117.5,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,10.5714285714286,"Graduado"
"Nursing",1,134,120.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13.3333333333333,"Graduado"
"Social Service",1,134,130.9,"Nao","Nao","Sim","Mulher","Nao",18,"Nao",6,11.8571428571429,"Graduado"
"Basic Education",1,132,125,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,12.6,"Matriculado"
"Veterinary Nursing",1,135,136.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,14,"Matriculado"
"Basic Education",1,123,121.6,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",5,12,"Matriculado"
"Informatics Engineering",1,151,151,"Nao","Nao","Sim","Mulher","Nao",26,"Nao",0,0,"Desistente"
"Social Service",1,107,103.5,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,12,"Graduado"
"Social Service (Noturno)",1,126,119.4,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,12.6666666666667,"Graduado"
"Social Service",1,133,134.4,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,12.1666666666667,"Graduado"
"Social Service",1,140,143,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,13.3333333333333,"Graduado"
"Basic Education",1,110,110,"Nao","Nao","Sim","Mulher","Nao",40,"Nao",7,15,"Graduado"
"Nursing",4,141,132.5,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",8,13.39125,"Graduado"
"Social Service",1,122,114.7,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,12.1666666666667,"Graduado"
"Equinculture",1,156,166.9,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",4,11.25,"Graduado"
"Veterinary Nursing",1,129,125.9,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",4,12,"Matriculado"
"Animation and Multimedia Design",1,188,178.3,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,120,117,"Sim","Nao","Nao","Mulher","Nao",33,"Nao",6,12.8333333333333,"Graduado"
"Agronomy",1,130,150,"Nao","Nao","Nao","Mulher","Nao",35,"Nao",6,14,"Graduado"
"Management",1,130,130,"Sim","Nao","Nao","Mulher","Nao",26,"Nao",4,13,"Matriculado"
"Journalism and Communication",1,140,135.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,13.5,"Graduado"
"Social Service",1,110,110,"Nao","Nao","Nao","Mulher","Nao",36,"Nao",13,10.6923076923077,"Matriculado"
"Management (Noturno)",1,133.1,136.2,"Nao","Nao","Nao","Mulher","Nao",39,"Nao",5,11,"Graduado"
"Social Service",1,120,116,"Nao","Nao","Nao","Mulher","Nao",44,"Nao",6,13,"Graduado"
"Social Service (Noturno)",2,96,100,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",5,12,"Matriculado"
"Tourism",1,117,116.3,"Sim","Nao","Nao","Mulher","Nao",24,"Nao",4,12.6,"Desistente"
"Journalism and Communication",1,123,134,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",6,13.6666666666667,"Graduado"
"Animation and Multimedia Design",4,127,124.2,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Nursing",1,151,134.5,"Nao","Nao","Sim","Mulher","Sim",18,"Nao",6,14.2,"Graduado"
"Tourism",1,127,120.7,"Nao","Nao","Sim","Mulher","Nao",22,"Nao",5,11,"Desistente"
"Veterinary Nursing",1,133,127.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,15,"Graduado"
"Nursing",1,133.1,133,"Nao","Nao","Nao","Mulher","Nao",24,"Nao",6,12.5857142857143,"Graduado"
"Management (Noturno)",1,133.1,128.2,"Nao","Nao","Nao","Mulher","Nao",33,"Nao",0,0,"Desistente"
"Agronomy",1,133.1,130,"Nao","Nao","Sim","Mulher","Sim",30,"Nao",0,0,"Matriculado"
"Veterinary Nursing",1,160,172,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",0,0,"Desistente"
"Basic Education",4,140,128.5,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",6,11.6666666666667,"Graduado"
"Journalism and Communication",1,146,128.5,"Nao","Nao","Sim","Mulher","Nao",19,"Nao",3,12.6666666666667,"Desistente"
"Management",4,112,112,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",3,10.3333333333333,"Matriculado"
"Veterinary Nursing",1,140,142.5,"Sim","Nao","Nao","Mulher","Sim",22,"Nao",8,13.5,"Graduado"
"Nursing",4,136,133,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,13.98,"Matriculado"
"Veterinary Nursing",1,133.1,106,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",6,16.1538461538462,"Graduado"
"Nursing",4,136,125.5,"Sim","Nao","Nao","Mulher","Sim",21,"Nao",6,14.0333333333333,"Graduado"
"Veterinary Nursing",1,134,131.2,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",1,11,"Matriculado"
"Basic Education",1,122,112.9,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,13.8571428571429,"Graduado"
"Nursing",6,138,124.8,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,13.4142857142857,"Desistente"
"Social Service (Noturno)",1,160,140.9,"Nao","Nao","Nao","Mulher","Nao",50,"Nao",11,13.5454545454545,"Graduado"
"Management (Noturno)",1,130,148,"Nao","Nao","Nao","Mulher","Sim",31,"Nao",4,11.25,"Matriculado"
"Journalism and Communication",1,161,148.4,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13.8333333333333,"Graduado"
"Management (Noturno)",1,140,129.7,"Nao","Nao","Nao","Mulher","Nao",35,"Nao",5,12,"Graduado"
"Veterinary Nursing",1,133.1,128.2,"Nao","Nao","Nao","Mulher","Nao",31,"Nao",0,0,"Desistente"
"Social Service (Noturno)",1,133.1,104,"Nao","Nao","Sim","Mulher","Nao",42,"Nao",10,11.9,"Matriculado"
"Management",4,130,119.9,"Sim","Nao","Nao","Mulher","Nao",34,"Nao",0,0,"Desistente"
"Nursing",1,152,141,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,15.1357142857143,"Graduado"
"Basic Education",1,125,116.6,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,12.2857142857143,"Matriculado"
"Veterinary Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",5,12.6666666666667,"Matriculado"
"Nursing",1,133.1,140,"Nao","Nao","Nao","Mulher","Sim",26,"Nao",5,12.74,"Desistente"
"Nursing",1,170,100,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",6,13.25,"Matriculado"
"Social Service",1,135,121,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",3,10.3333333333333,"Matriculado"
"Basic Education",1,125,117,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",6,13.4285714285714,"Graduado"
"Management",1,140,140.2,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",9,12.5555555555556,"Graduado"
"Social Service",1,124,129.3,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,11.5,"Graduado"
"Basic Education",1,140,145.3,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,13.6666666666667,"Graduado"
"Management (Noturno)",1,130,146.2,"Nao","Nao","Nao","Mulher","Nao",28,"Nao",11,11.2727272727273,"Graduado"
"Basic Education",1,134,122.5,"Sim","Nao","Nao","Mulher","Nao",22,"Nao",5,13.1666666666667,"Matriculado"
"Social Service (Noturno)",1,160,156.1,"Nao","Nao","Nao","Mulher","Sim",21,"Nao",6,14.6666666666667,"Graduado"
"Veterinary Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",4,12.75,"Matriculado"
"Nursing",1,150,140,"Nao","Sim","Nao","Mulher","Nao",26,"Nao",5,11.2,"Matriculado"
"Journalism and Communication",6,141,128.4,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",5,13,"Desistente"
"Veterinary Nursing",2,120,115,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",2,10.5,"Desistente"
"Veterinary Nursing",2,166,158.7,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",6,14.8571428571429,"Graduado"
"Nursing",4,147,124.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",7,12.86,"Graduado"
"Social Service",1,121,111.9,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",11,11.7272727272727,"Graduado"
"Veterinary Nursing",1,150,150,"Sim","Nao","Nao","Mulher","Sim",22,"Nao",6,13.1428571428571,"Graduado"
"Advertising and Marketing Management",1,124,114.2,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",5,11.8,"Desistente"
"Management",1,96,96,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",3,10.6666666666667,"Desistente"
"Communication Design",4,125,128.9,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",5,11.6,"Matriculado"
"Tourism",1,136,121.7,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",3,10.3333333333333,"Matriculado"
"Journalism and Communication",1,120,114.8,"Sim","Sim","Nao","Mulher","Nao",19,"Nao",4,12.25,"Matriculado"
"Tourism",1,128,127,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,12,"Matriculado"
"Nursing",1,142,131.3,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,14.7314285714286,"Graduado"
"Animation and Multimedia Design",1,135,137.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Graduado"
"Communication Design",1,120,120,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",13,13.6153846153846,"Graduado"
"Management (Noturno)",1,140,139,"Nao","Nao","Nao","Mulher","Nao",27,"Nao",5,15.8,"Graduado"
"Social Service",1,135,129.1,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",6,14.6666666666667,"Graduado"
"Veterinary Nursing",1,133.1,128.2,"Nao","Nao","Nao","Mulher","Nao",25,"Nao",0,0,"Desistente"
"Nursing",2,137,120.8,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,14.6542857142857,"Graduado"
"Nursing",1,122,135.8,"Nao","Nao","Nao","Mulher","Nao",24,"Nao",7,12.4014285714286,"Graduado"
"Nursing",3,128,118.9,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,11.5875,"Graduado"
"Management (Noturno)",1,140,140,"Nao","Nao","Nao","Mulher","Nao",26,"Nao",5,14,"Graduado"
"Social Service",1,132,127.1,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",6,12.3333333333333,"Graduado"
"Veterinary Nursing",1,131,137,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",5,14,"Graduado"
"Veterinary Nursing",1,126,127.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,15.2307692307692,"Graduado"
"Basic Education",1,133.1,97,"Sim","Nao","Nao","Mulher","Nao",23,"Nao",5,11.6,"Desistente"
"Nursing",4,136,126.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",6,11.6,"Graduado"
"Nursing",4,140,127.5,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Desistente"
"Nursing",1,135,126.6,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",7,12.9014285714286,"Graduado"
"Management (Noturno)",1,160,120,"Nao","Nao","Nao","Mulher","Nao",30,"Nao",7,14.1428571428571,"Graduado"
"Veterinary Nursing",1,140,140,"Sim","Nao","Nao","Mulher","Nao",29,"Nao",0,0,"Desistente"
"Nursing",6,140,131.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",8,13.25375,"Graduado"
"Oral Hygiene",6,115,112.2,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,13.7857142857143,"Graduado"
"Nursing",1,144,150.5,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",6,13.9166666666667,"Graduado"
"Advertising and Marketing Management",4,128,121,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",6,13.5,"Graduado"
"Management",1,116,112.2,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",3,11.3333333333333,"Matriculado"
"Veterinary Nursing",2,135,129.4,"Sim","Nao","Nao","Mulher","Nao",21,"Nao",0,0,"Desistente"
"Advertising and Marketing Management",1,121,114.4,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,11.5,"Graduado"
"Nursing",3,134,120.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,12.0828571428571,"Graduado"
"Social Service (Noturno)",1,120,120,"Nao","Nao","Nao","Mulher","Sim",27,"Nao",6,11.8333333333333,"Graduado"
"Management",2,125,114.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",5,13.4,"Graduado"
"Nursing",1,141,127.8,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",0,0,"Desistente"
"Journalism and Communication",1,140,124.6,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,14.2,"Graduado"
"Nursing",6,144,130.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,13.8142857142857,"Graduado"
"Tourism",1,122,118.2,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",4,11.25,"Matriculado"
"Advertising and Marketing Management",1,130,118.8,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,14.5,"Graduado"
"Advertising and Marketing Management",5,133.1,133,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",0,0,"Desistente"
"Nursing",1,133.1,129,"Sim","Nao","Nao","Mulher","Nao",36,"Nao",6,11.3,"Graduado"
"Oral Hygiene",1,147,100,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",0,0,"Matriculado"
"Equinculture",1,127,120.7,"Sim","Nao","Sim","Mulher","Nao",18,"Nao",1,12,"Matriculado"
"Nursing",6,136,132.5,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",7,12.3,"Graduado"
"Nursing",5,127,120.3,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,12.6942857142857,"Graduado"
"Advertising and Marketing Management",1,123,114.6,"Nao","Nao","Nao","Mulher","Nao",18,"Nao",4,11,"Graduado"
"Social Service",1,128,116.5,"Sim","Nao","Nao","Mulher","Sim",19,"Nao",6,13,"Graduado"
"Nursing",1,128,127.8,"Nao","Nao","Nao","Mulher","Sim",19,"Nao",7,14.4125,"Graduado"
"Nursing",2,140,129.9,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,12.92875,"Desistente"
"Journalism and Communication",2,121,118.9,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",6,13.3333333333333,"Graduado"
"Tourism",3,122,114.3,"Sim","Nao","Nao","Mulher","Sim",20,"Nao",5,12.8,"Matriculado"
"Nursing",1,126,114.8,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",7,14.4028571428571,"Graduado"
"Nursing",4,135,123,"Sim","Nao","Nao","Mulher","Sim",18,"Nao",7,13.3814285714286,"Graduado"
"Nursing",2,131,122.1,"Sim","Nao","Nao","Mulher","Nao",18,"Nao",7,14.13125,"Graduado"
"Veterinary Nursing",4,140,123.7,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,11.7142857142857,"Graduado"
"Management",3,131,132.4,"Sim","Nao","Nao","Mulher","Nao",19,"Nao",5,11.8,"Matriculado"
"Social Service (Noturno)",1,130,114.8,"Nao","Nao","Nao","Mulher","Nao",44,"Nao",6,11.1666666666667,"Graduado"
"Agronomy",1,130,130,"Nao","Nao","Nao","Mulher","Nao",32,"Nao",0,0,"Desistente"
"Basic Education",1,140,122.3,"Nao","Nao","Nao","Mulher","Nao",22,"Nao",5,13.6,"Desistente"
"Agronomy",1,130,152.4,"Sim","Nao","Nao","Mulher","Nao",36,"Nao",12,13.8461538461538,"Graduado"
"Journalism and Communication",1,125,120.1,"Nao","Nao","Nao","Mulher","Sim",18,"Nao",6,12.5,"Graduado"
"Equinculture",1,160,155.1,"Sim","Nao","Nao","Mulher","Nao",20,"Nao",5,16.4,"Graduado"
"Communication Design",1,130,124.5,"Nao","Nao","Nao","Mulher","Sim",20,"Nao",11,13.8181818181818,"Graduado"
"Social Service",1,144,126.9,"Nao","Nao","Nao","Mulher","Nao",19,"Nao",5,10.6,"Graduado"
"Management",1,133.1,153.2,"Sim","Nao","Sim","Mulher","Nao",24,"Nao",5,10.2,"Graduado"
"Social Service",1,148,129.8,"Nao","Nao","Nao","Mulher","Nao",20,"Nao",5,10.6,"Matriculado"
